source,status,paper_slug,paper_display,circulation,month,page,advertiser_raw,advertiser_normalized,category,size_class,size_dims,size_sq_in,position,phone,website,confidence,review_needed,notes
auto_phone_box,paid,garwood-times,Garwood Times,3300,2026-01,2,I Buy Old Motorcycles - Glenn,Glenn Buys Motorcycles,services,1U,3.25x2,6.5,bottom,732-556-7636,,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,renna_self,garwood-times,Garwood Times,3300,2026-01,2,Joe Renna,Joe Renna,renna_self,4U,6.5x4 or 3.25x8,26,top,908-447-1295,facebook.com; rennamedia.com,low,no,Renna Media owner - rate sheet line on every paper
auto_phone_box,paid,garwood-times,Garwood Times,3300,2026-01,3,St Michael School Cranford (SMS),St Michael School Cranford,education,6U,3.25x12,40,inline,908-276-9425,verizon.net; www.smscranford.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,garwood-times,Garwood Times,3300,2026-01,4,Estates Roadshow - Kenilworth Hotel,Estates Roadshow,services,18FP,10x14,140,full_page,609-781-6559,estatesroadshow.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,garwood-times,Garwood Times,3300,2026-01,5,Estates Roadshow - Kenilworth Hotel,Estates Roadshow,services,18FP,10x14,140,full_page,609-781-6559,estatesroadshow.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,garwood-times,Garwood Times,3300,2026-01,7,VDS NJ Video Tape Transfers,VDS NJ Video Tape Transfers,paid,2U,6.5x2 or 3.25x4,13,bottom,908-964-4004,facebook.com; gmail.com; www.vdsnj.com,medium,no,Union NJ - small ad
auto_full_page_hash,paid_candidate,garwood-times,Garwood Times,3300,2026-01,8,Unknown full-page creative d09f93747559,Unknown full-page creative d09f93747559,unknown,BACK,10x14,140,back_cover,,,low,yes,Full-page/back-cover ad-like creative with no extractable phone/text. Needs visual review.
auto_phone_box,paid,green-brook-gazette,Green Brook Gazette,1800,2026-01,1,ERA Boniakowski office,ERA Boniakowski office,paid,2U,6.5x2 or 3.25x4,13,bottom,732-968-0700,eabrealty.com; www.eraboniakowski.com,medium,no,Real estate
auto_phone_box,renna_self,green-brook-gazette,Green Brook Gazette,1800,2026-01,1,Renna Media Grow Your Biz filler,Renna Media Grow Your Biz filler,renna_self,1U,3.25x2,6.5,top,908-418-5586,,low,no,House ad - 'Place your ad in this space'
auto_phone_box,renna_self,green-brook-gazette,Green Brook Gazette,1800,2026-01,2,Joe Renna,Joe Renna,renna_self,4U,6.5x4 or 3.25x8,26,top,908-447-1295,facebook.com; rennamedia.com,low,no,Renna Media owner - rate sheet line on every paper
auto_phone_box,paid,green-brook-gazette,Green Brook Gazette,1800,2026-01,2,Pizzano Photo Studio (residential/commercial photo),Pizzano Photo Studio (residential/commercial photo),paid,9HP,10x7 or 6.5x9,65,inline,973-566-9999,anthonypaternoairductcleaning.com,medium,no,35 yr business - check size
auto_full_page_hash,paid,green-brook-gazette,Green Brook Gazette,1800,2026-01,3,Best Places Expo / Ideal-LIVING,Best Places Expo,real_estate,18FP,10x14,140,full_page,800-736-0321,BestPlacesExpo.com,medium,no,Matched full-page creative hash from verified Westfield page 7.
auto_phone_box,paid,green-brook-gazette,Green Brook Gazette,1800,2026-01,4,Bistro at Greenbrook,Bistro at Greenbrook,paid,9HP,10x7 or 6.5x9,65,inline,732-369-6824,fiestabistrogreenbrooknj.com,medium,no,Restaurant
auto_full_page_hash,paid,green-brook-gazette,Green Brook Gazette,1800,2026-01,5,Magnolia Home Remodeling Group,Magnolia Home Remodeling,services,18FP,10x14,140,full_page,855-624-6655,magnoliahomeremodeling.com,medium,no,Matched full-page creative hash from verified Westfield page 5.
auto_phone_box,paid,green-brook-gazette,Green Brook Gazette,1800,2026-01,7,Bseif EAB Realty (real estate),Bseif EAB Realty (real estate),paid,9HP,10x7 or 6.5x9,65,inline,732-236-4781; 732-529-0308,eabrealty.com,medium,no,Free market analysis
auto_phone_box,paid,green-brook-gazette,Green Brook Gazette,1800,2026-01,7,VDS NJ Video Tape Transfers,VDS NJ Video Tape Transfers,paid,2U,6.5x2 or 3.25x4,13,bottom,908-964-4004,facebook.com; gmail.com; www.vdsnj.com,medium,no,Union NJ - small ad
auto_phone_box,paid,green-brook-gazette,Green Brook Gazette,1800,2026-01,8,Access Self Storage Green Brook,Access Self Storage Green Brook,paid,2U,6.5x2 or 3.25x4,13,bottom,732-752-6677,accessselfstorage.com,medium,no,Storage
auto_phone_box,paid,green-brook-gazette,Green Brook Gazette,1800,2026-01,8,Complete Solutions (computer/IT),Complete Solutions (computer/IT),paid,1U,3.25x2,6.5,inline,732-391-3466,completesol.com; www.completesol.com,medium,no,Small biz networks
auto_phone_box,paid,green-brook-gazette,Green Brook Gazette,1800,2026-01,8,Dumpster rental service,Dumpster rental service,paid,2U,6.5x2 or 3.25x4,13,bottom,908-234-2382,,medium,no,Fast Friendly Reliable
auto_phone_box,paid,green-brook-gazette,Green Brook Gazette,1800,2026-01,8,Dumpster rental service,Dumpster rental service,paid,1U,3.25x2,6.5,bottom,908-234-2382,,medium,no,Fast Friendly Reliable
auto_phone_box,paid,green-brook-gazette,Green Brook Gazette,1800,2026-01,8,I Buy Old Motorcycles - Glenn,Glenn Buys Motorcycles,services,1U,3.25x2,6.5,inline,732-556-7636,,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,green-brook-gazette,Green Brook Gazette,1800,2026-01,12,Roseann O'Keefe Realty office,Roseann O'Keefe Realty office,paid,BACK,10x14,140,back_cover,908-325-5000; 908-720-9205,roseannokeefe.com; www.roseannokeefe.com,medium,no,Town Center Drive
auto_phone_box,paid,green-brook-gazette,Green Brook Gazette,1800,2026-01,12,Roseann O'Keefe Realty office,Roseann O'Keefe Realty office,paid,6U,6.5x6.25 or 10x4,40,top,908-325-5000; 908-720-9205,roseannokeefe.com; www.roseannokeefe.com,medium,no,Town Center Drive
auto_phone_box,renna_self,hanover-township-press,Hanover Township Press,6100,2026-01,1,Joe Renna,Joe Renna,renna_self,2U,6.5x2 or 3.25x4,13,bottom,908-447-1295,rennamedia.com,low,no,Renna Media owner - rate sheet line on every paper
auto_phone_box,renna_self,hanover-township-press,Hanover Township Press,6100,2026-01,2,Joe Renna,Joe Renna,renna_self,4U,6.5x4 or 3.25x8,26,top,908-447-1295,facebook.com; rennamedia.com,low,no,Renna Media owner - rate sheet line on every paper
auto_full_page_hash,paid_candidate,hanover-township-press,Hanover Township Press,6100,2026-01,3,Unknown full-page creative 06c2e0222071,Unknown full-page creative 06c2e0222071,unknown,18FP,10x14,140,full_page,,,low,yes,Full-page/back-cover ad-like creative with no extractable phone/text. Needs visual review.
auto_phone_box,paid,hanover-township-press,Hanover Township Press,6100,2026-01,4,Doherty Roofing Company,Doherty Roofing Company,paid,1U,3.25x2,6.5,bottom,973-377-1006,dohertyroofingcompany.com; gmail.com,medium,no,josephdohertycompany
auto_phone_box,paid,hanover-township-press,Hanover Township Press,6100,2026-01,4,I Buy Old Motorcycles - Glenn,Glenn Buys Motorcycles,services,1U,3.25x2,6.5,bottom,732-556-7636,,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,hanover-township-press,Hanover Township Press,6100,2026-01,4,VDS NJ Video Tape Transfers,VDS NJ Video Tape Transfers,paid,2U,6.5x2 or 3.25x4,13,bottom,908-964-4004,facebook.com; gmail.com; www.vdsnj.com,medium,no,Union NJ - small ad
auto_full_page_hash,paid,hanover-township-press,Hanover Township Press,6100,2026-01,5,Magnolia Home Remodeling Group,Magnolia Home Remodeling,services,18FP,10x14,140,full_page,855-624-6655,magnoliahomeremodeling.com,medium,no,Matched full-page creative hash from verified Westfield page 5.
auto_full_page_hash,paid,hanover-township-press,Hanover Township Press,6100,2026-01,8,Best Places Expo / Ideal-LIVING,Best Places Expo,real_estate,BACK,10x14,140,back_cover,800-736-0321,BestPlacesExpo.com,medium,no,Matched full-page creative hash from verified Westfield page 7.
auto_phone_box,renna_self,kenilworth-business-life,Kenilworth Business Life,5500,2026-01,1,Joe Renna,Joe Renna,renna_self,2U,6.5x2 or 3.25x4,13,bottom,908-447-1295,rennamedia.com,low,no,Renna Media owner - rate sheet line on every paper
auto_phone_box,renna_self,kenilworth-business-life,Kenilworth Business Life,5500,2026-01,2,Joe Renna,Joe Renna,renna_self,4U,6.5x4 or 3.25x8,26,top,908-447-1295,facebook.com; rennamedia.com,low,no,Renna Media owner - rate sheet line on every paper
auto_phone_box,paid,kenilworth-business-life,Kenilworth Business Life,5500,2026-01,2,Reynolds Plumbing,Reynolds Plumbing,services,2U,3.25x4,13,bottom,201-666-0003; 908-276-5367,www.reynolds-plumbing.net,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,kenilworth-business-life,Kenilworth Business Life,5500,2026-01,3,St Michael School Cranford (SMS),St Michael School Cranford,education,6U,3.25x12,40,inline,908-276-9425,verizon.net; www.smscranford.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,kenilworth-business-life,Kenilworth Business Life,5500,2026-01,6,Estates Roadshow - Kenilworth Hotel,Estates Roadshow,services,18FP,10x14,140,full_page,609-781-6559,estatesroadshow.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,kenilworth-business-life,Kenilworth Business Life,5500,2026-01,7,Estates Roadshow - Kenilworth Hotel,Estates Roadshow,services,18FP,10x14,140,full_page,609-781-6559,estatesroadshow.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,kenilworth-business-life,Kenilworth Business Life,5500,2026-01,8,Cranford sub/deli (Walnut Ave),Cranford sub/deli (Walnut Ave),paid,2U,6.5x2 or 3.25x4,13,bottom,908-955-8700,,medium,no,Sloppy Joes hot/cold platters
auto_phone_box,paid,kenilworth-business-life,Kenilworth Business Life,5500,2026-01,8,Knights of Columbus Council 253 Elizabeth,Knights of Columbus Council 253 Elizabeth,paid,2U,6.5x2 or 3.25x4,13,top,908-355-2253,,medium,no,Hall rental ad
auto_phone_box,paid,kenilworth-business-life,Kenilworth Business Life,5500,2026-01,8,Mr J's Deli Cranford,Mr J's Deli,food,4U,3.25x8,26,inline,908-272-0370,mrjsdeliincranford.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,kenilworth-business-life,Kenilworth Business Life,5500,2026-01,8,Mr J's Deli Cranford,Mr J's Deli,food,4U,3.25x8,26,inline,908-272-0370,mrjsdeliincranford.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,kenilworth-business-life,Kenilworth Business Life,5500,2026-01,9,I Buy Old Motorcycles - Glenn,Glenn Buys Motorcycles,services,1U,3.25x2,6.5,bottom,732-556-7636,,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,kenilworth-business-life,Kenilworth Business Life,5500,2026-01,11,VDS NJ Video Tape Transfers,VDS NJ Video Tape Transfers,paid,2U,6.5x2 or 3.25x4,13,bottom,908-964-4004,facebook.com; gmail.com; www.vdsnj.com,medium,no,Union NJ - small ad
auto_full_page_hash,paid,kenilworth-business-life,Kenilworth Business Life,5500,2026-01,12,Magnolia Home Remodeling Group,Magnolia Home Remodeling,services,BACK,10x14,140,back_cover,855-624-6655,magnoliahomeremodeling.com,medium,no,Matched full-page creative hash from verified Westfield page 5.
auto_phone_box,renna_self,life-in-linden,Life in Linden,18000,2026-01,1,Joe Renna,Joe Renna,renna_self,2U,6.5x2 or 3.25x4,13,bottom,908-447-1295,rennamedia.com,low,no,Renna Media owner - rate sheet line on every paper
auto_phone_box,paid,life-in-linden,Life in Linden,18000,2026-01,2,Eyes On You Optometric Rahway,Eyes On You Optometric Rahway,paid,9HP,10x7 or 6.5x9,65,inline,732-388-3900,rahwayeyedoctor.com,medium,no,Dr M Williams
auto_phone_box,renna_self,life-in-linden,Life in Linden,18000,2026-01,2,Joe Renna,Joe Renna,renna_self,4U,6.5x4 or 3.25x8,26,top,908-447-1295,facebook.com; rennamedia.com,low,no,Renna Media owner - rate sheet line on every paper
auto_full_page_hash,paid,life-in-linden,Life in Linden,18000,2026-01,3,Best Places Expo / Ideal-LIVING,Best Places Expo,real_estate,18FP,10x14,140,full_page,800-736-0321,BestPlacesExpo.com,medium,no,Matched full-page creative hash from verified Westfield page 7.
auto_phone_box,paid,life-in-linden,Life in Linden,18000,2026-01,4,Reynolds Plumbing,Reynolds Plumbing,services,2U,3.25x4,13,bottom,201-666-0003; 908-276-5367,www.reynolds-plumbing.net,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,life-in-linden,Life in Linden,18000,2026-01,4,St Michael School Cranford (SMS),St Michael School Cranford,education,6U,3.25x12,40,top,908-276-9425,verizon.net; www.smscranford.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_full_page_hash,paid_candidate,life-in-linden,Life in Linden,18000,2026-01,5,Unknown full-page creative 0650e0faa6d3,Unknown full-page creative 0650e0faa6d3,unknown,18FP,10x14,140,full_page,,,low,yes,Full-page/back-cover ad-like creative with no extractable phone/text. Needs visual review.
auto_full_page_hash,paid,life-in-linden,Life in Linden,18000,2026-01,7,Magnolia Home Remodeling Group,Magnolia Home Remodeling,services,18FP,10x14,140,full_page,855-624-6655,magnoliahomeremodeling.com,medium,no,Matched full-page creative hash from verified Westfield page 5.
auto_phone_box,paid,life-in-linden,Life in Linden,18000,2026-01,8,Estates Roadshow - Kenilworth Hotel,Estates Roadshow,services,18FP,10x14,140,full_page,609-781-6559,estatesroadshow.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,life-in-linden,Life in Linden,18000,2026-01,9,Estates Roadshow - Kenilworth Hotel,Estates Roadshow,services,18FP,10x14,140,full_page,609-781-6559,estatesroadshow.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,life-in-linden,Life in Linden,18000,2026-01,10,Elizabeth Bataille (Coldwell Banker),Elizabeth Bataille (Coldwell Banker),paid,1U,3.25x2,6.5,inline,908-202-1702; 908-233-5555,gmail.com,medium,no,Same advertiser as 908-233-5555 - cell
auto_phone_box,paid,life-in-linden,Life in Linden,18000,2026-01,10,Laundry pickup/delivery service,Laundry pickup/delivery service,paid,4U,6.5x4 or 3.25x8,26,bottom,908-528-5080,www.laundryworldnj.com,medium,no,Pick-up & delivery 6 days
auto_phone_box,paid,life-in-linden,Life in Linden,18000,2026-01,11,My Handyman & Painter LLC,My Handyman & Painter,services,18FP,10x14,140,full_page,732-331-9572,www.myhandymanandpainter.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,life-in-linden,Life in Linden,18000,2026-01,12,Knights of Columbus Council 253 Elizabeth,Knights of Columbus Council 253 Elizabeth,paid,2U,6.5x2 or 3.25x4,13,bottom,908-355-2253,,medium,no,Hall rental ad
auto_phone_box,paid,life-in-linden,Life in Linden,18000,2026-01,13,"Lost Dog $2,500 reward (Westfield/Fanwood)",Lost Dog Classified,other,2U,3.25x4,13,top,908-370-1903,,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,life-in-linden,Life in Linden,18000,2026-01,13,"Lost Dog $2,500 reward (Westfield/Fanwood)",Lost Dog Classified,other,2U,3.25x4,13,top,908-370-1903,,medium,no,Matched to verified Westfield advertiser by phone.
auto_full_page_hash,paid_candidate,life-in-linden,Life in Linden,18000,2026-01,15,Unknown full-page creative 815876590cef,Unknown full-page creative 815876590cef,unknown,18FP,10x14,140,full_page,,,low,yes,Full-page/back-cover ad-like creative with no extractable phone/text. Needs visual review.
auto_full_page_hash,paid_candidate,life-in-linden,Life in Linden,18000,2026-01,15,Unknown full-page creative c847e697346d,Unknown full-page creative c847e697346d,unknown,18FP,10x14,140,full_page,,,low,yes,Full-page/back-cover ad-like creative with no extractable phone/text. Needs visual review.
auto_phone_box,paid,life-in-linden,Life in Linden,18000,2026-01,16,Metro Liquors (Metro),Metro Liquors (Metro),paid,1U,3.25x2,6.5,top,908-925-1770,,medium,no,Online order curbside
auto_phone_box,renna_self,life-in-roseland,Life in Roseland,3000,2026-01,1,Joe Renna,Joe Renna,renna_self,2U,6.5x2 or 3.25x4,13,bottom,908-447-1295,rennamedia.com,low,no,Renna Media owner - rate sheet line on every paper
auto_phone_box,renna_self,life-in-roseland,Life in Roseland,3000,2026-01,2,Joe Renna,Joe Renna,renna_self,4U,6.5x4 or 3.25x8,26,top,908-447-1295,facebook.com; rennamedia.com,low,no,Renna Media owner - rate sheet line on every paper
auto_phone_box,paid,life-in-roseland,Life in Roseland,3000,2026-01,2,Pizzano Photo Studio (residential/commercial photo),Pizzano Photo Studio (residential/commercial photo),paid,9HP,10x7 or 6.5x9,65,inline,973-566-9999,anthonypaternoairductcleaning.com,medium,no,35 yr business - check size
auto_full_page_hash,paid_candidate,life-in-roseland,Life in Roseland,3000,2026-01,3,Unknown full-page creative 4988c4e01a85,Unknown full-page creative 4988c4e01a85,unknown,18FP,10x14,140,full_page,,,low,yes,Full-page/back-cover ad-like creative with no extractable phone/text. Needs visual review.
auto_full_page_hash,paid,life-in-roseland,Life in Roseland,3000,2026-01,8,Magnolia Home Remodeling Group,Magnolia Home Remodeling,services,BACK,10x14,140,back_cover,855-624-6655,magnoliahomeremodeling.com,medium,no,Matched full-page creative hash from verified Westfield page 5.
auto_phone_box,renna_self,livingston-monthly,Livingston Monthly,12100,2026-01,1,Renna Media Grow Your Biz filler,Renna Media Grow Your Biz filler,renna_self,1U,3.25x2,6.5,top,908-418-5586,,low,no,House ad - 'Place your ad in this space'
auto_phone_box,renna_self,livingston-monthly,Livingston Monthly,12100,2026-01,2,Joe Renna,Joe Renna,renna_self,4U,6.5x4 or 3.25x8,26,top,908-447-1295,facebook.com; rennamedia.com,low,no,Renna Media owner - rate sheet line on every paper
auto_phone_box,paid,livingston-monthly,Livingston Monthly,12100,2026-01,2,Pizzano Photo Studio (residential/commercial photo),Pizzano Photo Studio (residential/commercial photo),paid,9HP,10x7 or 6.5x9,65,inline,973-566-9999,anthonypaternoairductcleaning.com,medium,no,35 yr business - check size
auto_full_page_hash,paid_candidate,livingston-monthly,Livingston Monthly,12100,2026-01,3,Unknown full-page creative 06c2e0222071,Unknown full-page creative 06c2e0222071,unknown,18FP,10x14,140,full_page,,,low,yes,Full-page/back-cover ad-like creative with no extractable phone/text. Needs visual review.
auto_phone_box,paid,livingston-monthly,Livingston Monthly,12100,2026-01,4,Dr. Murphy Suburban Chiropractic Chatham,Dr. Murphy Suburban Chiropractic Chatham,paid,2U,6.5x2 or 3.25x4,13,top,973-635-0036,www.drmurphy.com,medium,no,Small inline ad
auto_full_page_hash,paid,livingston-monthly,Livingston Monthly,12100,2026-01,5,Magnolia Home Remodeling Group,Magnolia Home Remodeling,services,18FP,10x14,140,full_page,855-624-6655,magnoliahomeremodeling.com,medium,no,Matched full-page creative hash from verified Westfield page 5.
auto_phone_box,paid,livingston-monthly,Livingston Monthly,12100,2026-01,6,I Buy Old Motorcycles - Glenn,Glenn Buys Motorcycles,services,1U,3.25x2,6.5,bottom,732-556-7636,,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,livingston-monthly,Livingston Monthly,12100,2026-01,6,NJ Antique Buyers,NJ Antique Buyers,services,6U,6.5x6.25,40,bottom,201-410-8442,njantiques.com; www.njantiques.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,livingston-monthly,Livingston Monthly,12100,2026-01,6,Wired Rite Electrical,Wired Rite Electrical,paid,4U,6.5x4 or 3.25x8,26,inline,201-600-3530,,medium,no,Senior discount 24 hr emergency
auto_phone_box,paid,livingston-monthly,Livingston Monthly,12100,2026-01,7,Complete Solutions (computer/IT),Complete Solutions (computer/IT),paid,1U,3.25x2,6.5,bottom,732-391-3466,completesol.com; www.completesol.com,medium,no,Small biz networks
auto_phone_box,paid,livingston-monthly,Livingston Monthly,12100,2026-01,11,VDS NJ Video Tape Transfers,VDS NJ Video Tape Transfers,paid,2U,6.5x2 or 3.25x4,13,bottom,908-964-4004,facebook.com; gmail.com; www.vdsnj.com,medium,no,Union NJ - small ad
auto_full_page_hash,paid,livingston-monthly,Livingston Monthly,12100,2026-01,12,Best Places Expo / Ideal-LIVING,Best Places Expo,real_estate,BACK,10x14,140,back_cover,800-736-0321,BestPlacesExpo.com,medium,no,Matched full-page creative hash from verified Westfield page 7.
auto_phone_box,renna_self,long-hill-leader,Long Hill Leader,3500,2026-01,1,Joe Renna,Joe Renna,renna_self,2U,6.5x2 or 3.25x4,13,bottom,908-447-1295,,low,no,Renna Media owner - rate sheet line on every paper
auto_phone_box,renna_self,long-hill-leader,Long Hill Leader,3500,2026-01,1,Renna Media Grow Your Biz filler,Renna Media Grow Your Biz filler,renna_self,1U,3.25x2,6.5,top,908-418-5586,,low,no,House ad - 'Place your ad in this space'
auto_phone_box,paid,long-hill-leader,Long Hill Leader,3500,2026-01,2,Bistro at Greenbrook,Bistro at Greenbrook,paid,9HP,10x7 or 6.5x9,65,inline,732-369-6824,fiestabistrogreenbrooknj.com,medium,no,Restaurant
auto_phone_box,renna_self,long-hill-leader,Long Hill Leader,3500,2026-01,2,Joe Renna,Joe Renna,renna_self,4U,6.5x4 or 3.25x8,26,top,908-447-1295,facebook.com; rennamedia.com,low,no,Renna Media owner - rate sheet line on every paper
auto_full_page_hash,paid,long-hill-leader,Long Hill Leader,3500,2026-01,3,Magnolia Home Remodeling Group,Magnolia Home Remodeling,services,18FP,10x14,140,full_page,855-624-6655,magnoliahomeremodeling.com,medium,no,Matched full-page creative hash from verified Westfield page 5.
auto_phone_box,paid,long-hill-leader,Long Hill Leader,3500,2026-01,5,Dr. Murphy Suburban Chiropractic Chatham,Dr. Murphy Suburban Chiropractic Chatham,paid,2U,6.5x2 or 3.25x4,13,inline,973-635-0036,www.drmurphy.com,medium,no,Small inline ad
auto_full_page_hash,paid_candidate,long-hill-leader,Long Hill Leader,3500,2026-01,11,Unknown full-page creative ea66fe70ff70,Unknown full-page creative ea66fe70ff70,unknown,18FP,10x14,140,full_page,,,low,yes,Full-page/back-cover ad-like creative with no extractable phone/text. Needs visual review.
auto_full_page_hash,paid,long-hill-leader,Long Hill Leader,3500,2026-01,12,Best Places Expo / Ideal-LIVING,Best Places Expo,real_estate,BACK,10x14,140,back_cover,800-736-0321,BestPlacesExpo.com,medium,no,Matched full-page creative hash from verified Westfield page 7.
auto_phone_box,renna_self,madison-monthly,Madison Monthly,8200,2026-01,1,Joe Renna,Joe Renna,renna_self,2U,6.5x2 or 3.25x4,13,bottom,908-447-1295,rennamedia.com,low,no,Renna Media owner - rate sheet line on every paper
auto_phone_box,renna_self,madison-monthly,Madison Monthly,8200,2026-01,2,Joe Renna,Joe Renna,renna_self,4U,6.5x4 or 3.25x8,26,top,908-447-1295,facebook.com; rennamedia.com,low,no,Renna Media owner - rate sheet line on every paper
auto_phone_box,paid,madison-monthly,Madison Monthly,8200,2026-01,2,Pizzano Photo Studio (residential/commercial photo),Pizzano Photo Studio (residential/commercial photo),paid,9HP,10x7 or 6.5x9,65,inline,973-566-9999,anthonypaternoairductcleaning.com,medium,no,35 yr business - check size
auto_full_page_hash,paid_candidate,madison-monthly,Madison Monthly,8200,2026-01,3,Unknown full-page creative 06c2e0222071,Unknown full-page creative 06c2e0222071,unknown,18FP,10x14,140,full_page,,,low,yes,Full-page/back-cover ad-like creative with no extractable phone/text. Needs visual review.
auto_phone_box,paid,madison-monthly,Madison Monthly,8200,2026-01,4,NJ Antique Buyers,NJ Antique Buyers,services,6U,6.5x6.25,40,bottom,201-410-8442,njantiques.com; www.njantiques.com,medium,no,Matched to verified Westfield advertiser by phone.
auto_full_page_hash,paid,madison-monthly,Madison Monthly,8200,2026-01,5,Magnolia Home Remodeling Group,Magnolia Home Remodeling,services,18FP,10x14,140,full_page,855-624-6655,magnoliahomeremodeling.com,medium,no,Matched full-page creative hash from verified Westfield page 5.
auto_phone_box,paid,madison-monthly,Madison Monthly,8200,2026-01,6,Complete Solutions (computer/IT),Complete Solutions (computer/IT),paid,1U,3.25x2,6.5,bottom,732-391-3466,completesol.com; www.completesol.com,medium,no,Small biz networks
auto_phone_box,paid,madison-monthly,Madison Monthly,8200,2026-01,6,Dr. Murphy Suburban Chiropractic Chatham,Dr. Murphy Suburban Chiropractic Chatham,paid,2U,6.5x2 or 3.25x4,13,inline,973-635-0036,www.drmurphy.com,medium,no,Small inline ad
auto_phone_box,paid,madison-monthly,Madison Monthly,8200,2026-01,6,I Buy Old Motorcycles - Glenn,Glenn Buys Motorcycles,services,1U,3.25x2,6.5,bottom,732-556-7636,,medium,no,Matched to verified Westfield advertiser by phone.
auto_phone_box,paid,madison-monthly,Madison Monthly,8200,2026-01,11,Assure Pest Services / Morris County Exterminator,Assure Pest Services / Morris County Exterminator,paid,1U,3.25x2,6.5,top,973-525-6418,morriscountyexterminator.com,medium,no,20 yr lic 99814
auto_phone_box,paid,madison-monthly,Madison Monthly,8200,2026-01,11,Doherty Roofing Company,Doherty Roofing Company,paid,1U,3.25x2,6.5,top,973-377-1006,dohertyroofingcompany.com; gmail.com,medium,no,josephdohertycompany
auto_phone_box,paid,madison-monthly,Madison Monthly,8200,2026-01,11,VDS NJ Video Tape Transfers,VDS NJ Video Tape Transfers,paid,2U,6.5x2 or 3.25x4,13,bottom,908-964-4004,facebook.com; gmail.com; www.vdsnj.com,medium,no,Union NJ - small ad
auto_full_page_hash,paid,madison-monthly,Madison Monthly,8200,2026-01,12,Best Places Expo / Ideal-LIVING,Best Places Expo,real_estate,BACK,10x14,140,back_cover,800-736-0321,BestPlacesExpo.com,medium,no,Matched full-page creative hash from verified Westfield page 7.
auto_phone_box,paid,millburn-short-hills-monthly,Millburn Short Hills Monthly,6500,2026-01,1,AM Brown Law Group Summit,AM Brown Law Group Summit,paid,1U,3.25x2,6.5,top,908-379-9731,ambrownlawgroup.com,medium,no,Real estate Wills
auto_phone_box,paid,millburn-short-hills-monthly,Millburn Short Hills Monthly,6500,2026-01,1,Coldwell Banker Westfield office,Coldwell Banker Westfield office,paid,2U,6.5x2 or 3.25x4,13,bottom,908-233-5555; 908-577-0977,cbrealty.com,medium,no,Multi-agent - office number
auto_phone_box,renna_self,millburn-short-hills-monthly,Millburn Short Hills Monthly,6500,2026-01,2,Joe Renna,Joe Renna,renna_self,4U,6.5x4 or 3.25x8,26,top,908-447-1295,facebook.com; rennamedia.com,low,no,Renna Media owner - rate sheet line on every paper
auto_full_page_hash,paid_candidate,millburn-short-hills-monthly,Millburn Short Hills Monthly,6500,2026-01,3,Unknown full-page creative 06c2e0222071,Unknown full-page creative 06c2e0222071,unknown,18FP,10x14,140,full_page,,,low,yes,Full-page/back-cover ad-like creative with no extractable phone/text. Needs visual review.
auto_phone_box,paid,millburn-short-hills-monthly,Millburn Short Hills Monthly,6500,2026-01,4,Dr. Murphy Suburban Chiropractic Chatham,Dr. Murphy Suburban Chiropractic Chatham,paid,2U,6.5x2 or 3.25x4,13,inline,973-635-0036,www.drmurphy.com,medium,no,Small inline ad
auto_phone_box,paid,millburn-short-hills-monthly,Millburn Short Hills Monthly,6500,2026-01,5,Summit Dentist (summitdentist.com),Summit Dentist (summitdentist.com),paid,18FP,10x14,140,full_page,908-273-3873,www.summitdentist.com,medium,no,Comfortable Caring Dentistry
auto_phone_box,paid,millburn-short-hills-monthly,Millburn Short Hills Monthly,6500,2026-01,6,Pizzano Photo Studio (residential/commercial photo),Pizzano Photo Studio (residential/commercial photo),paid,9HP,10x7 or 6.5x9,65,inline,973-566-9999,anthonypaternoairductcleaning.com,medium,no,35 yr business - check size
