paper,page,phone,is_rate_sheet_page,context
garwood-times,5,609-781-6559,False,Appropriate Boxes & Paper Work. Speak to the company’s owner: Marshall Smoller: 609-781-6559WATCHES - Rolex - Cartier - Patek Philippe - Pocket WatchesBUYING ALL ST
garwood-times,6,908-447-1295,False,Home & Business in 30 Towns! Advertise in any number of townsJoe Renna 908-447-1295 joerenna@rennamedia.comRENNA MEDIA NEWSPAPERS RATE SHEET Call today for FRE
garwood-times,7,908-964-4004,False,"d since 1984 www.vdsnj.com facebook.com/vdsnj email: vdsnjira@gmail.com 908-964-4004 406 Chestnut St.  Union, NJ 07083 Video Tape Transfers  DVD & Flash Driv"
green-brook-gazette,1,908-418-5586,False,"STD U.S. POSTAGE PAID LANCANSTER, PA PERMIT NO. 1325CALL FOR DETAILS 908-418-5586 GROW YOUR BUSINESS Place your ad in this space and be in every mailbox"
green-brook-gazette,1,732-968-0700,False,e in 2026? Call to Find Out How Much Your Home is Worth! - “We Can Help!” 732-968-0700 www.eraboniakowski.com • email ERA@eabrealty.com We have been helping familie
green-brook-gazette,2,908-447-1295,False,", send us your news! Email: editor@rennamedia.com ADVERTISING Joe Renna: 908-447-1295 joerenna@rennamedia.com Find us on online: rennamedia.com facebook.com/ Gre"
green-brook-gazette,2,973-566-9999,False,zette Residential and Commercial Call for a FREE consultation and estimate: 973-566-9999 In business for 35 years using state-of-the-art equipment and professionall
green-brook-gazette,4,732-369-6824,False,estabistrogreenbrooknj.com Call ahead for take out or delivery by DOORDASH 732-369-6824 328 Greenbrook Road • Greenbrook NJ• We are a locally-owned eatery run by a c
green-brook-gazette,7,732-236-4781,False,l handle the other 9) For Your Complimentary MARKET ANALYSIS call or text 732-236-4781 or email bseif@eabrealty.com office: 732-529-0308This is the best time of
green-brook-gazette,7,732-529-0308,False,ALYSIS call or text 732-236-4781 or email bseif@eabrealty.com office: 732-529-0308This is the best time of year to plan your next big move! Looking forward to
green-brook-gazette,7,908-377-1399,False,"d to schedule your audition, email us at info@hickorytreechorus.org or call 908-377-1399. WED & FRI 6:30-7:30 SAVE 10% with code POWER 2026 locally owned since 19"
green-brook-gazette,7,908-964-4004,False,"d since 1984 www.vdsnj.com facebook.com/vdsnj email: vdsnjira@gmail.com 908-964-4004 406 Chestnut St.  Union, NJ 07083 Video Tape Transfers  DVD & Flash Driv"
green-brook-gazette,8,908-234-2382,False,"Green Brook Gazette  Page 8  January 2026 DO YOU NEED A DUMPSTER? 908-234-2382 Fast, Friendly, Reliable ServiceCall to Reserve One TodayProfessional Deliver"
green-brook-gazette,8,732-752-6677,False,"elp carry this legacy forward into the next generation. (above) Summer Camps 732.752.6677 223-B Route 22 E, Green Brook, NJ accessselfstorage.com *Offer expires De"
green-brook-gazette,8,732-556-7636,False,Rent!I BUY OLD MOTORCYCLES All Types - Running or Not Call or Text Glenn 732-556-7636 Same Day Pick-up We Pay Cash www.completesol.com Email: info@completes
green-brook-gazette,8,732-391-3466,False,"l.com Email: info@completesol.com Call for a Free, No Obligation Consultation 732-391-3466GOT COMPUTER PROBLEMS? SPECIALIZING IN NETWORKS FOR SMALL BUSINESSES"
green-brook-gazette,9,908-753-9440,False,00 Warrenville Road. All the programs are FREE for the registered members. Call (908) 753-9440 for more information. Computer Lab – Available daily. Participants are invite
green-brook-gazette,10,908-447-1295,False,Home & Business in 30 Towns! Advertise in any number of townsJoe Renna 908-447-1295 joerenna@rennamedia.comRENNA MEDIA NEWSPAPERS RATE SHEET Call today for FRE
green-brook-gazette,12,908-720-9205,False,zette  Page 12  January 2026 Roseann O’Keefe Broker Associate Direct: 908.720.9205 Office: 908.325.5000 Email: RO@RoseannOKeefe.com www.RoseannOKeefe.com102
green-brook-gazette,12,908-325-5000,False,uary 2026 Roseann O’Keefe Broker Associate Direct: 908.720.9205 Office: 908.325.5000 Email: RO@RoseannOKeefe.com www.RoseannOKeefe.com102 TOWN CENTER DRIVE WA
hanover-township-press,1,908-447-1295,False,your business. Mailed to every home and business in 30 towns! Call Joe Renna 908-447-1295 • Visit RennaMedia.comWINTER WONDERLAND HOLIDAY CELEBRATION Submitted by Jaime
hanover-township-press,2,908-447-1295,False,", send us your news! Email: editor@rennamedia.com ADVERTISING Joe Renna: 908-447-1295 joerenna@rennamedia.com Find us on online: RennaMedia.com and on Facebook.c"
hanover-township-press,2,908-889-2100,False,"gister go onto IHMParish.net/Alpha. If you have any questions, please call 908-889-2100."
hanover-township-press,4,973-377-1006,False,he perfect cup and the wellness benefits of drinking tea. Must pre-register. 973-377-1006  dohertyroofingcompany.com josephdohertycompany@gmail.com 54 Burnet Road•
hanover-township-press,4,973-285-6930,False,"MORRIS COUNTY LIBRARY JANUARY EVENTS 30 E Hanover Ave, Whippany, NJ 07981  (973) 285-6930  www.mclib.info Lunch & Learn: Wills, Trusts, & Estates Fri., Jan. 23, 12:00"
hanover-township-press,4,732-556-7636,False,tion. I BUY OLD MOTORCYCLES All Types - Running or Not Call or Text Glenn 732-556-7636 Same Day Pick-up We Pay Cash locally owned since 1984 www.vdsnj.com f
hanover-township-press,4,908-964-4004,False,"d since 1984 www.vdsnj.com facebook.com/vdsnj email: vdsnjira@gmail.com 908-964-4004 406 Chestnut St.  Union, NJ 07083HOME MOVIES TRANSFERRED to digital file"
hanover-township-press,6,908-447-1295,False,Home & Business in 30 Towns! Advertise in any number of townsJoe Renna 908-447-1295 joerenna@rennamedia.comRENNA MEDIA NEWSPAPERS RATE SHEET Call today for FRE
kenilworth-business-life,1,908-447-1295,False,your business. Mailed to every home and business in 30 towns! Call Joe Renna 908-447-1295 • Visit RennaMedia.comBUILD YOUR ONLINE PRESENCE: DFY* SERVICE *DONE FO
kenilworth-business-life,2,908-447-1295,False,", send us your news! Email: editor@rennamedia.com ADVERTISING Joe Renna: 908-447-1295 joerenna@rennamedia.com Find us on online: rennamedia.com facebook.com/ Ken"
kenilworth-business-life,2,908-276-5367,False,".com Find us on online: rennamedia.com facebook.com/ Kenilworth Business Life (908) 276-5367 (201) 666-0003 358 North Avenue East Cranford, NJ www.reynolds-plumbing"
kenilworth-business-life,2,201-666-0003,False,"nline: rennamedia.com facebook.com/ Kenilworth Business Life (908) 276-5367 (201) 666-0003 358 North Avenue East Cranford, NJ www.reynolds-plumbing.net Residential"
kenilworth-business-life,2,908-889-2100,False,"gister go onto IHMParish.net/Alpha. If you have any questions, please call 908-889-2100."
kenilworth-business-life,3,908-276-9425,False,"pm - 1:30 pm PLEASE CONTACT THE SCHOOL FOR MORE INFORMATION PLEASE CALL (908) 276-9425 100 Alden Street, Cranford, NJ www.smscranford.com E-Mail: saint.michael@"
kenilworth-business-life,4,973-998-5670,False,"n Denver, Colorado, for Sola V oce and Cor Amici For more information, call (973) 998-5670 or email info@njyc.org. Wharton Arts’ mission is to offer accessible, hig"
kenilworth-business-life,4,908-377-1399,False,"and to schedule your audition, email us at info@hickorytreechorus.org or call 908-377-1399. Courtesy Photoasked to perform a brief acappella song of their choice. No ex"
kenilworth-business-life,4,908-377-1399,False,"d to schedule your audition, email us at info@hickorytreechorus.org or call 908-377-1399."
kenilworth-business-life,6,609-781-6559,False,Appropriate Boxes & Paper Work. Speak to the company’s owner: Marshall Smoller: 609-781-6559WATCHES - Rolex - Cartier - Patek Philippe - Pocket WatchesBUYING ALL ST
kenilworth-business-life,7,609-781-6559,False,Appropriate Boxes & Paper Work. Speak to the company’s owner: Marshall Smoller: 609-781-6559WATCHES - Rolex - Cartier - Patek Philippe - Pocket WatchesBUYING ALL ST
kenilworth-business-life,8,908-355-2253,False,"AvailableKnights of Columbus Council 253 328 Union Avenue Elizabeth, NJ 908-355-2253Great Place for Parties for up to 95 People! Celebrate your next event  B"
kenilworth-business-life,8,908-272-0370,False,Wrap Platters  Salads  Wings  Chicken Fingers Plan Ahead - Call Today 908-272-0370 See our full menu online at: mrjsdeliincranford.com 15 Walnut Ave. Cranfo
kenilworth-business-life,8,908-955-8700,False,"oot Sub Sandwiches  Sloppy Joe Platters  Hot & Cold Foods  Sub Platters 908-955-8700 108 Walnut Ave.  Cranford,NJ HOURS: Tue & Wed: 10a - 6pm Thu & Fri:"
kenilworth-business-life,9,908-276-2451,False,orthlibrary.org.Registration for programs may be done in person or by calling 908 276-2451.The Library is handicapped accessible. facebook.com/kenilworthworth.public.libr
kenilworth-business-life,9,732-556-7636,False,season. I BUY OLD MOTORCYCLES All Types - Running or Not Call or Text Glenn 732-556-7636 Same Day Pick-up We Pay Cash
kenilworth-business-life,10,908-447-1295,False,Home & Business in 30 Towns! Advertise in any number of townsJoe Renna 908-447-1295 joerenna@rennamedia.comRENNA MEDIA NEWSPAPERS RATE SHEET Call today for FRE
kenilworth-business-life,11,908-964-4004,False,"d since 1984 www.vdsnj.com facebook.com/vdsnj email: vdsnjira@gmail.com 908-964-4004 406 Chestnut St.  Union, NJ 07083 Video Tape Transfers  DVD & Flash Driv"
life-in-linden,1,908-447-1295,False,your business. Mailed to every home and business in 30 towns! Call Joe Renna 908-447-1295 • Visit RennaMedia.com TREE LIGHTING CEREMONY KICKS OFF THE HOLIDAY SEASON City
life-in-linden,2,908-447-1295,False,", send us your news! Email: editor@rennamedia.com ADVERTISING Joe Renna: 908-447-1295 joerenna@rennamedia.com Find us on online: rennamedia.com facebook.com/ Lif"
life-in-linden,2,732-388-3900,False,"the new year?EYES ON YOU 1535 Irving Street, Rahway, NJ  RahwayEyeDoctor.com 732-388-3900 Dr. M. Williams Optometric Physician Lic#. 27OA00565300/27OM00062400 • Pe"
life-in-linden,4,908-276-9425,False,"pm - 1:30 pm PLEASE CONTACT THE SCHOOL FOR MORE INFORMATION PLEASE CALL (908) 276-9425 100 Alden Street, Cranford, NJ www.smscranford.com E-Mail: saint.michael@"
life-in-linden,4,908-377-1399,False,"d to schedule your audition, email us at info@hickorytreechorus.org or call 908-377-1399. (908) 276-5367 (201) 666-0003 358 North Avenue East Cranford, NJ www.r"
life-in-linden,4,908-276-5367,False,"your audition, email us at info@hickorytreechorus.org or call 908-377-1399. (908) 276-5367 (201) 666-0003 358 North Avenue East Cranford, NJ www.reynolds-plumbing"
life-in-linden,4,201-666-0003,False,"email us at info@hickorytreechorus.org or call 908-377-1399. (908) 276-5367 (201) 666-0003 358 North Avenue East Cranford, NJ www.reynolds-plumbing.net Residential"
life-in-linden,6,908-355-7600,False,"h Chamber of Commerce and its benefits, please contact Jennifer M. Costa at 908-355-7600 or via email at jcosta@goelizabethnj.com. For more details, please visit el"
life-in-linden,6,973-971-7023,False,"r have any questions about how to transfer your medical record, please call (973) 971-7023 and our staff will be happy to assist you.NOTICE"
life-in-linden,8,609-781-6559,False,Appropriate Boxes & Paper Work. Speak to the company’s owner: Marshall Smoller: 609-781-6559WATCHES - Rolex - Cartier - Patek Philippe - Pocket WatchesBUYING ALL ST
life-in-linden,9,609-781-6559,False,Appropriate Boxes & Paper Work. Speak to the company’s owner: Marshall Smoller: 609-781-6559WATCHES - Rolex - Cartier - Patek Philippe - Pocket WatchesBUYING ALL ST
life-in-linden,10,908-528-5080,False,"LIFE in LINDEN  Page 10 • January 2026 908-528-5080 www.LaundryWorldNJ.com 1600 E Georges Ave. Linden, NJ FREE DRYERS THURSDAY"
life-in-linden,10,908-298-3830,False,"Y PROGRAMS To register for events please go to LindenLibrary-NJ.gov or call 908-298-3830. Space is limited. Like us on Facebook, Follow us on Instagram. CHILDREN:"
life-in-linden,10,908-889-2100,False,"gister go onto IHMParish.net/Alpha. If you have any questions, please call 908-889-2100. Cell 908-202-1702  O: 908-233-5555 elizabeth.bataille@gmail.com 209 Cent"
life-in-linden,10,908-202-1702,False,"rish.net/Alpha. If you have any questions, please call 908-889-2100. Cell 908-202-1702  O: 908-233-5555 elizabeth.bataille@gmail.com 209 Central Ave,Westfield, N"
life-in-linden,10,908-233-5555,False,"If you have any questions, please call 908-889-2100. Cell 908-202-1702  O: 908-233-5555 elizabeth.bataille@gmail.com 209 Central Ave,Westfield, NJ 07090 Elizabet"
life-in-linden,11,732-331-9572,False,ly - We support animal rescues QUALITY HOME IMPROVEMENTS AT AFFORDABLE PRICES 732-331-9572 www.MyHandymanAndPainter.comAll Kinds of Home Repairs - No Job Too Small
life-in-linden,12,908-355-2253,False,"AvailableKnights of Columbus Council 253 328 Union Avenue Elizabeth, NJ 908-355-2253Great Place for Parties for up to 95 People! Celebrate your next event  B"
life-in-linden,12,908-273-5549,False,"is $5 per person. RSVP is requested for menu-planning. Contact Brenda Dodds 908 273-5549 or brenda@ccsnj.org. Christ Church is located at 561 Springfield Avenue,"
life-in-linden,13,908-370-1903,False,nwood and most recently Plainfield/North Plainfield. CALL 908-370-1903 We rarely ever hear about the government reducing taxes but it happened this
life-in-linden,14,908-447-1295,True,Home & Business in 30 Towns! Advertise in any number of townsJoe Renna 908-447-1295 joerenna@rennamedia.comRENNA MEDIA NEWSPAPERS RATE SHEET Call today for FRE
life-in-linden,16,732-381-6776,False,gmail.comWitty’s Fine Wine and Liquors ORDER ONLINE AT www.wittyswine.com 732-381-6776 PICK-UP CURBSIDEORDER ONLINE AT www.metroliquors.com 908-925-1770 PICK-
life-in-linden,16,908-925-1770,False,e.com 732-381-6776 PICK-UP CURBSIDEORDER ONLINE AT www.metroliquors.com 908-925-1770 PICK-UP CURBSIDE OR DELIVERY Visit our facebook page for news of next tasti
life-in-roseland,1,908-447-1295,False,your business. Mailed to every home and business in 30 towns! Call Joe Renna 908-447-1295 • Visit RennaMedia.comFIRE DEPARTMENT ANNUAL AWARDS BANQUET Borough of Rosela
life-in-roseland,2,908-447-1295,False,", send us your news! Email: editor@rennamedia.com ADVERTISING Joe Renna: 908-447-1295 joerenna@rennamedia.com Find us on online: RennaMedia.com and on Facebook.c"
life-in-roseland,2,973-566-9999,False,k.com Residential and Commercial Call for a FREE consultation and estimate: 973-566-9999 In business for 35 years using state-of-the-art equipment and professionall
life-in-roseland,2,908-889-2100,False,"gister go onto IHMParish.net/Alpha. If you have any questions, please call 908-889-2100."
life-in-roseland,4,973-998-5670,False,"n Denver, Colorado, for Sola V oce and Cor Amici For more information, call (973) 998-5670 or email info@njyc.org. Wharton Arts’ mission is to offer accessible, hig"
life-in-roseland,5,908-377-1399,False,"and to schedule your audition, email us at info@hickorytreechorus.org or call 908-377-1399. Courtesy Photoasked to perform a brief acappella song of their choice. No ex"
life-in-roseland,5,908-377-1399,False,"d to schedule your audition, email us at info@hickorytreechorus.org or call 908-377-1399."
life-in-roseland,6,908-447-1295,False,Home & Business in 30 Towns! Advertise in any number of townsJoe Renna 908-447-1295 joerenna@rennamedia.comRENNA MEDIA NEWSPAPERS RATE SHEET Call today for FRE
life-in-roseland,7,973-635-4565,False,"ad, Chatham Mon through Fri from 9 a.m. to 3 p.m. For more information call 973-635-4565 or visit chathamseniorcenter.org. (above) Our thanks to the Town and Countr"
livingston-monthly,1,908-418-5586,False,helped make this holiday celebration a tremendous success. CALL FOR DETAILS 908-418-5586 GROW YOUR BUSINESS Place your ad in this space and be in every mailbox
livingston-monthly,2,908-447-1295,False,", send us your news! Email: editor@rennamedia.com ADVERTISING Joe Renna: 908-447-1295 joerenna@rennamedia.com Find us on online: rennamedia.com and on facebook.c"
livingston-monthly,2,973-566-9999,False,k.com Residential and Commercial Call for a FREE consultation and estimate: 973-566-9999 In business for 35 years using state-of-the-art equipment and professionall
livingston-monthly,2,908-889-2100,False,"gister go onto IHMParish.net/Alpha. If you have any questions, please call 908-889-2100."
livingston-monthly,4,973-635-0036,False,• Page 4 • January 2026 301 Main Street • Chatham 973-635-0036 • www.drmurphy.comCelebrating Our 42nd Year! “YOUR BETTER HEALTH IS OUR ON
livingston-monthly,4,908-273-5549,False,"is $5 per person. RSVP is requested for menu-planning. Contact Brenda Dodds 908 273-5549 or brenda@ccsnj.org. Christ Church is located at 561 Springfield Avenue,"
livingston-monthly,6,201-410-8442,False,"ume, Silver, and Gold)  Sterling Silver, European Silver, Antique Silverplate201-410-8442 info@njantiques.com www.njantiques.com 3 East Pleasant Ave. Maywood, NJ"
livingston-monthly,6,732-556-7636,False,irector I BUY OLD MOTORCYCLES All Types - Running or Not Call or Text Glenn 732-556-7636 Same Day Pick-up We Pay CashCOMMERCIAL & RESIDENTIAL ALL PHASES OF ELEC
livingston-monthly,6,201-600-3530,False,tectors • FREE Estimates SENIOR CITIZEN DISCOUNT - 24 HOUR EMERGENCY SERVICE 201-600-3530 SHORT CIRCUIT SPECIALISTLic.# 888400Bonded & InsuredWIRED RITE ELECTRICA
livingston-monthly,7,732-391-3466,False,"l.com Email: info@completesol.com Call for a Free, No Obligation Consultation 732-391-3466GOT COMPUTER PROBLEMS? SPECIALIZING IN NETWORKS FOR SMALL BUSINESSES"
livingston-monthly,8,908-486-1777,False,"n Session on Wednesday, January 7, 2026, please call Literacy New Jersey at 908-486-1777 x400 or email Barbara Bagger, Program Director, at bbagger@literacynj.org."
livingston-monthly,8,908-486-1777,False,"on Session on Wednesday January 7, 2026, please call Literacy New Jersey at 908-486-1777 x400 or email Barbara Bagger, Program Director, at bbagger@literacynj.org. RE"
livingston-monthly,8,973-635-4565,False,"ad, Chatham Mon through Fri from 9 a.m. to 3 p.m. For more information call 973-635-4565 or visit chathamseniorcenter.org. (above) Our thanks to the Town and Countr"
livingston-monthly,9,908-377-1399,False,"and to schedule your audition, email us at info@hickorytreechorus.org or call 908-377-1399. Courtesy Photoasked to perform a brief acappella song of their choice. No ex"
livingston-monthly,9,908-377-1399,False,"d to schedule your audition, email us at info@hickorytreechorus.org or call 908-377-1399."
livingston-monthly,10,908-447-1295,False,Home & Business in 30 Towns! Advertise in any number of townsJoe Renna 908-447-1295 joerenna@rennamedia.comRENNA MEDIA NEWSPAPERS RATE SHEET Call today for FRE
livingston-monthly,11,908-964-4004,False,"d since 1984 www.vdsnj.com facebook.com/vdsnj email: vdsnjira@gmail.com 908-964-4004 406 Chestnut St.  Union, NJ 07083HOME MOVIES TRANSFERRED to digital file"
long-hill-leader,1,908-418-5586,False,"STD U.S. POSTAGE PAID LANCANSTER, PA PERMIT NO. 1325CALL FOR DETAILS 908-418-5586 GROW YOUR BUSINESS Place your ad in this space and be in every mailbox"
long-hill-leader,1,908-447-1295,False,"your ad in this space and be in every mailbox in town! Call Joe Renna 908-447-1295BENJAMIN WEBB EARNS EAGLE SCOUT RANK Submitted by Laura Cheshire, Green Brook"
long-hill-leader,2,908-447-1295,False,", send us your news! Email: editor@rennamedia.com ADVERTISING Joe Renna: 908-447-1295 joerenna@rennamedia.com Find us on online: rennamedia.com facebook.com/ Lon"
long-hill-leader,2,732-369-6824,False,estabistrogreenbrooknj.com Call ahead for take out or delivery by DOORDASH 732-369-6824 328 Greenbrook Road • Greenbrook NJ• We are a locally-owned eatery run by a c
long-hill-leader,4,908-725-5430,False,"more info, visit literacysomerset.org, email info@literacysomerset.org, call (908) 725-5430."
long-hill-leader,5,973-635-0036,False,& FRI 6:30-7:30 SAVE 10% with code POWER 2026301 Main Street • Chatham 973-635-0036 • www.drmurphy.comCelebrating Our 42nd Year! “YOUR BETTER HEALTH IS OUR ON
long-hill-leader,8,908-377-1399,False,"and to schedule your audition, email us at info@hickorytreechorus.org or call 908-377-1399. Courtesy Photoasked to perform a brief acappella song of their choice. No ex"
long-hill-leader,8,908-377-1399,False,"d to schedule your audition, email us at info@hickorytreechorus.org or call 908-377-1399. JANUARY SPEAKERS PROGRAM FOR THE SUMMIT AREA OLD GUARD The Summit Area Old Gua"
long-hill-leader,9,973-635-4565,False,"ad, Chatham Mon through Fri from 9 a.m. to 3 p.m. For more information call 973-635-4565 or visit chathamseniorcenter.org. (above) Our thanks to the Town and Countr"
long-hill-leader,9,973-285-6930,False,"toMORRIS COUNTY LIBRARY JANUARY EVENTS 30 E Hanover Ave, Whippany, NJ 07981  (973) 285-6930  www.mclib.info Lunch & Learn: Wills, Trusts, & Estates Fri., Jan. 23, 12:00"
long-hill-leader,10,908-447-1295,False,Home & Business in 30 Towns! Advertise in any number of townsJoe Renna 908-447-1295 joerenna@rennamedia.comRENNA MEDIA NEWSPAPERS RATE SHEET Call today for FRE
madison-monthly,1,908-447-1295,False,your business. Mailed to every home and business in 30 towns! Call Joe Renna 908-447-1295 • Visit RennaMedia.comWINTER WONDERLAND CARNIVAL The Madison Elks Lodge hosted
madison-monthly,1,973-822-1465,False,"For more information email: elksmadison1465@gmail.com, or call the Lodge at 973-822-1465."
madison-monthly,2,908-447-1295,False,", send us your news! Email: editor@rennamedia.com ADVERTISING Joe Renna: 908-447-1295 joerenna@rennamedia.com Find us on online: rennamedia.com facebook.com/ Mad"
madison-monthly,2,973-566-9999,False,nthly Residential and Commercial Call for a FREE consultation and estimate: 973-566-9999 In business for 35 years using state-of-the-art equipment and professionall
madison-monthly,4,201-410-8442,False,"ume, Silver, and Gold)  Sterling Silver, European Silver, Antique Silverplate201-410-8442 info@njantiques.com www.njantiques.com 3 East Pleasant Ave. Maywood, NJ"
madison-monthly,6,973-635-0036,False,ADISON MONTH LY  Page 6 • January 2026 301 Main Street • Chatham 973-635-0036 • www.drmurphy.comCelebrating Our 42nd Year! “YOUR BETTER HEALTH IS OUR ON
madison-monthly,6,732-556-7636,False,y.com. I BUY OLD MOTORCYCLES All Types - Running or Not Call or Text Glenn 732-556-7636 Same Day Pick-up We Pay Cash www.completesol.com Email: info@completes
madison-monthly,6,732-391-3466,False,"l.com Email: info@completesol.com Call for a Free, No Obligation Consultation 732-391-3466GOT COMPUTER PROBLEMS? SPECIALIZING IN NETWORKS FOR SMALL BUSINESSES"
madison-monthly,8,973-998-5670,False,"n Denver, Colorado, for Sola V oce and Cor Amici For more information, call (973) 998-5670 or email info@njyc.org. Wharton Arts is New Jersey’s largest independent"
madison-monthly,9,973-285-6930,False,"MORRIS COUNTY LIBRARY JANUARY EVENTS 30 E Hanover Ave, Whippany, NJ 07981  (973) 285-6930  www.mclib.info Lunch & Learn: Wills, Trusts, & Estates Fri., Jan. 23, 12:00"
madison-monthly,9,973-635-4565,False,"ad, Chatham Mon through Fri from 9 a.m. to 3 p.m. For more information call 973-635-4565 or visit chathamseniorcenter.org. (above) Our thanks to the Town and Countr"
madison-monthly,9,908-273-5549,False,"is $5 per person. RSVP is requested for menu-planning. Contact Brenda Dodds 908 273-5549 or brenda@ccsnj.org. Christ Church is located at 561 Springfield Avenue,"
madison-monthly,10,908-447-1295,False,Home & Business in 30 Towns! Advertise in any number of townsJoe Renna 908-447-1295 joerenna@rennamedia.comRENNA MEDIA NEWSPAPERS RATE SHEET Call today for FRE
madison-monthly,11,908-964-4004,False,"d since 1984 www.vdsnj.com facebook.com/vdsnj email: vdsnjira@gmail.com 908-964-4004 406 Chestnut St.  Union, NJ 07083HOME MOVIES TRANSFERRED to digital file"
madison-monthly,11,973-377-1006,False,CE MANDATE Scan for 6th Episode of Mind Your Own Local Business on YouTube. 973-377-1006  dohertyroofingcompany.com josephdohertycompany@gmail.com 54 Burnet Road•
madison-monthly,11,973-525-6418,False,e #13VH00977800 ooo ASSUREooo PEST SERVICES Safe • Professional • Affordable 973-525-6418 MorrisCountyExterminator.com 20 Years Experience • Insured • License #99814
millburn-short-hills-monthly,1,908-379-9731,False,"n Law Group LLC, Representing You. Real Estate • Wills, Trusts Estates (908) 379-9731 350 Springfield Ave, Suite 200, Summit, New Jersey 07901 AMBrownLawGroup.co"
millburn-short-hills-monthly,1,908-577-0977,False,"roup.com amb@ambrownlawgroup.com Deborah Citarella, Sales Associate Cell: (908) 577-0977 Office: (908) 233-5555 Deborah.Citarella@CBRealty.comTHINKING OF SELLING TH"
millburn-short-hills-monthly,1,908-233-5555,False,"group.com Deborah Citarella, Sales Associate Cell: (908) 577-0977 Office: (908) 233-5555 Deborah.Citarella@CBRealty.comTHINKING OF SELLING THIS SPRING? Start With a J"
millburn-short-hills-monthly,2,908-447-1295,False,", send us your news! Email: editor@rennamedia.com ADVERTISING Joe Renna: 908-447-1295 Find us on online: rennamedia.com facebook.com/ Millburn Short Hills Monthl"
millburn-short-hills-monthly,2,973-998-5670,False,"n Denver, Colorado, for Sola V oce and Cor Amici For more information, call (973) 998-5670 or email info@njyc.org. Wharton Arts is New Jersey’s largest independent"
millburn-short-hills-monthly,4,973-635-0036,False,illburn Monthly  Page 4 • January 2026 301 Main Street • Chatham 973-635-0036 • www.drmurphy.comCelebrating Our 42nd Year! “YOUR BETTER HEALTH IS OUR ON
millburn-short-hills-monthly,5,908-273-3873,False,Comfortable & Caring Dentistry Call Us Today to Request an Appointment! 908-273-3873 www.summitdentist.com NO DENTAL INSURANCE? NO PROBLEM. Join our in-hous
millburn-short-hills-monthly,6,973-566-9999,False,Residential and Commercial Call for a FREE consultation and estimate: 973-566-9999 In business for 35 years using state-of-the-art equipment and professionall
millburn-short-hills-monthly,6,908-377-1399,False,"and to schedule your audition, email us at info@hickorytreechorus.org or call 908-377-1399. Courtesy Photoasked to perform a brief acappella song of their choice. No ex"
millburn-short-hills-monthly,6,908-377-1399,False,"d to schedule your audition, email us at info@hickorytreechorus.org or call 908-377-1399."
millburn-short-hills-monthly,8,201-410-8442,False,"ume, Silver, and Gold)  Sterling Silver, European Silver, Antique Silverplate201-410-8442 info@njantiques.com www.njantiques.com 3 East Pleasant Ave. Maywood, NJ"
millburn-short-hills-monthly,11,732-331-9572,False,ly - We support animal rescues QUALITY HOME IMPROVEMENTS AT AFFORDABLE PRICES 732-331-9572 www.MyHandymanAndPainter.comAll Kinds of Home Repairs - No Job Too Small
millburn-short-hills-monthly,13,908-889-2100,False,"gister go onto IHMParish.net/Alpha. If you have any questions, please call 908-889-2100. CAFE FOR THOSE WITH MEMORY LOSS Christ Church, Summit, NJ Too often, those"
millburn-short-hills-monthly,13,908-273-5549,False,"is $5 per person. RSVP is requested for menu-planning. Contact Brenda Dodds 908 273-5549 or brenda@ccsnj.org. Christ Church is located at 561 Springfield Avenue,"
millburn-short-hills-monthly,14,908-447-1295,True,Home & Business in 30 Towns! Advertise in any number of townsJoe Renna 908-447-1295 joerenna@rennamedia.comRENNA MEDIA NEWSPAPERS RATE SHEET Call today for FRE
millburn-short-hills-monthly,15,973-635-4565,False,"ad, Chatham Mon through Fri from 9 a.m. to 3 p.m. For more information call 973-635-4565 or visit chathamseniorcenter.org. (above) Our thanks to the Town and Countr"
morris-township-times,1,908-447-1295,False,your business. Mailed to every home and business in 30 towns! Call Joe Renna 908-447-1295 • Visit RennaMedia.comBUILD YOUR ONLINE PRESENCE: DFY* SERVICE *DONE FO
morris-township-times,2,908-447-1295,False,"), send us your news! Email: editor@rennamedia.com ADVERTISING Joe Renna: 908-447-1295 joerenna@rennamedia.com Find us on online: RennaMedia.com and on Facebook.c"
morris-township-times,2,973-566-9999,False,k.com Residential and Commercial Call for a FREE consultation and estimate: 973-566-9999 In business for 35 years using state-of-the-art equipment and professionall
morris-township-times,4,973-635-0036,False,s • Page 4 • January 2026 301 Main Street • Chatham 973-635-0036 • www.drmurphy.comCelebrating Our 42nd Year! “YOUR BETTER HEALTH IS OUR ON
morris-township-times,6,973-538-6161,False,"MORRISTOWN & MORRIS TOWNSHIP LIBRARY 1 Miller Road, Morristown, NJ 07960  973-538-6161 www.MMTLibrary.org  Email: refdesk@mmt.mainlib.org TECH HELP Tues through"
morris-township-times,6,973-538-2592,False,ll devices and passwords. Sessions limited to one per person per week. Call 973-538-2592 for more info. FRIENDS OF THE LIBRARY BOOK SALES: every Tuesday and the 1s
morris-township-times,7,201-410-8442,False,"ume, Silver, and Gold)  Sterling Silver, European Silver, Antique Silverplate201-410-8442 info@njantiques.com www.njantiques.com 3 East Pleasant Ave. Maywood, NJ"
morris-township-times,7,732-556-7636,False,coa mix I BUY OLD MOTORCYCLES All Types - Running or Not Call or Text Glenn 732-556-7636 Same Day Pick-up We Pay Cash
